CustomerID,frequency,monetary,total_units,unique_products,country,recency,tenure,avg_order_value,is_repeat,avg_days_between_orders,R,F,M,RFM_score,segment,cluster,cluster_name
15447,1,155.17000000000002,85,9,United Kingdom,330,330,155.17000000000002,False,,1,1,1,3,Lost,0,Dormant Low-Value
15448,1,494.64,232,28,United Kingdom,312,312,494.64,False,,1,1,3,5,Lost,0,Dormant Low-Value
15449,3,974.52,812,47,United Kingdom,26,261,324.84,True,117.0,4,3,4,11,Loyal,1,Lapsing Mid-Value
15450,1,429.84,376,30,United Kingdom,30,30,429.84,False,,4,1,2,7,New / Promising,3,Active Mid-Value
15452,3,528.48,280,47,United Kingdom,29,264,176.16,True,116.5,4,3,3,10,Loyal,3,Active Mid-Value
15453,7,1371.77,837,169,United Kingdom,1,187,195.96714285714285,True,30.333333333333332,5,5,4,14,Champions,2,High-Value Loyal
15454,1,179.1,86,23,United Kingdom,362,362,179.1,False,,1,1,1,3,Lost,0,Dormant Low-Value
15456,3,434.59,633,48,United Kingdom,283,359,144.86333333333332,True,37.5,1,3,2,6,Hibernating,0,Dormant Low-Value
15457,1,237.07,132,56,United Kingdom,262,262,237.07,False,,1,1,1,3,Lost,0,Dormant Low-Value
15458,1,161.64,156,7,United Kingdom,25,25,161.64,False,,4,1,1,6,New / Promising,3,Active Mid-Value
15460,1,214.26,107,53,United Kingdom,354,354,214.26,False,,1,1,1,3,Lost,0,Dormant Low-Value
15462,3,234.6,172,9,United Kingdom,94,187,78.2,True,46.0,2,3,1,6,Hibernating,0,Dormant Low-Value
15463,1,126.14,106,7,United Kingdom,29,29,126.14,False,,4,1,1,6,New / Promising,3,Active Mid-Value
15464,1,1044.65,348,155,United Kingdom,338,338,1044.65,False,,1,1,4,6,Lost,0,Dormant Low-Value
15465,18,7354.62,1257,43,United Kingdom,19,369,408.59,True,20.058823529411764,4,5,5,14,Champions,2,High-Value Loyal
15466,1,334.53,246,56,United Kingdom,85,85,334.53,False,,2,1,2,5,Lost,0,Dormant Low-Value
15467,3,524.88,310,41,United Kingdom,9,152,174.96,True,71.0,5,3,3,11,Loyal,3,Active Mid-Value
15468,2,467.51,155,24,United Kingdom,51,51,233.755,True,0.0,3,3,2,8,Loyal,3,Active Mid-Value
15469,2,538.55,153,24,United Kingdom,50,120,269.275,True,69.0,3,3,3,9,Loyal,3,Active Mid-Value
15471,1,454.48,256,67,United Kingdom,2,2,454.48,False,,5,1,2,8,New / Promising,3,Active Mid-Value
15472,1,371.56,251,76,United Kingdom,113,113,371.56,False,,2,1,2,5,Lost,0,Dormant Low-Value
15473,7,1771.2,672,4,United Kingdom,14,60,253.02857142857144,True,7.333333333333333,5,5,4,14,Champions,2,High-Value Loyal
15475,1,454.11,319,29,United Kingdom,77,77,454.11,False,,2,1,2,5,Lost,0,Dormant Low-Value
15478,2,1399.92,575,34,United Kingdom,40,56,699.96,True,16.0,3,3,4,10,Loyal,1,Lapsing Mid-Value
15480,1,905.5,303,45,Malta,116,116,905.5,False,,2,1,3,6,Lost,0,Dormant Low-Value
15482,11,10839.76,5003,45,United Kingdom,15,358,985.4327272727273,True,34.0,4,5,5,14,Champions,2,High-Value Loyal
15483,4,225.26,291,74,United Kingdom,161,266,56.315,True,35.0,2,4,1,7,At Risk,0,Dormant Low-Value
15484,4,3590.41,3150,135,United Kingdom,1,78,897.6025,True,25.0,5,4,5,14,Champions,2,High-Value Loyal
15485,3,2564.5,1281,59,United Kingdom,30,373,854.8333333333334,True,171.0,4,3,5,12,Loyal,1,Lapsing Mid-Value
15488,1,91.32000000000001,73,2,United Kingdom,92,92,91.32000000000001,False,,2,1,1,4,Lost,0,Dormant Low-Value
15489,3,1134.28,608,47,United Kingdom,22,211,378.0933333333333,True,93.5,4,3,4,11,Loyal,1,Lapsing Mid-Value
15491,6,3100.09,1646,108,United Kingdom,95,235,516.6816666666667,True,27.6,2,5,5,12,At Risk,1,Lapsing Mid-Value
15492,2,659.46,483,32,United Kingdom,28,74,329.73,True,46.0,4,3,3,10,Loyal,3,Active Mid-Value
15493,5,1953.41,551,177,United Kingdom,32,270,390.682,True,59.0,4,4,4,12,Champions,1,Lapsing Mid-Value
15494,2,1280.58,1139,120,United Kingdom,21,121,640.29,True,99.0,4,3,4,11,Loyal,3,Active Mid-Value
15497,2,1262.2,624,13,United Kingdom,17,319,631.1,True,302.0,4,3,4,11,Loyal,3,Active Mid-Value
15498,27,13316.4,6105,360,United Kingdom,2,366,493.2,True,13.692307692307692,5,5,5,15,Champions,2,High-Value Loyal
15500,4,1131.56,572,64,United Kingdom,8,81,282.89,True,23.666666666666668,5,4,4,13,Champions,3,Active Mid-Value
15502,10,6923.98,4232,163,United Kingdom,15,369,692.3979999999999,True,38.888888888888886,4,5,5,14,Champions,2,High-Value Loyal
15503,1,141.04,70,66,United Kingdom,362,362,141.04,False,,1,1,1,3,Lost,0,Dormant Low-Value
15504,1,52.83,33,13,United Kingdom,81,81,52.83,False,,2,1,1,4,Lost,0,Dormant Low-Value
15505,5,3610.96,2390,90,United Kingdom,52,155,722.192,True,25.25,3,4,5,12,Loyal,1,Lapsing Mid-Value
15506,3,972.08,842,121,United Kingdom,22,138,324.0266666666667,True,58.0,4,3,4,11,Loyal,1,Lapsing Mid-Value
15507,1,475.86,160,41,United Kingdom,171,171,475.86,False,,2,1,2,5,Lost,0,Dormant Low-Value
15508,6,1000.27,440,78,United Kingdom,189,235,166.71166666666667,True,8.8,1,5,4,10,At Risk,1,Lapsing Mid-Value
15510,1,250.0,2,1,United Kingdom,330,330,250.0,False,,1,1,2,4,Lost,0,Dormant Low-Value
15511,5,900.53,269,117,United Kingdom,11,85,180.106,True,18.0,5,4,3,12,Champions,3,Active Mid-Value
15512,2,121.0,68,7,United Kingdom,155,359,60.5,True,203.0,2,3,1,6,Hibernating,0,Dormant Low-Value
15513,19,14758.22,5709,183,United Kingdom,33,373,776.7484210526316,True,18.555555555555557,3,5,5,13,Loyal,2,High-Value Loyal
15514,11,4023.7200000000003,2098,96,United Kingdom,12,364,365.7927272727273,True,34.8,5,5,5,15,Champions,2,High-Value Loyal
15516,3,62.43,27,15,United Kingdom,44,46,20.81,True,0.5,3,3,1,7,Loyal,0,Dormant Low-Value
15517,1,267.03,293,27,United Kingdom,233,233,267.03,False,,1,1,2,4,Lost,0,Dormant Low-Value
15518,8,1921.55,1263,135,United Kingdom,64,332,240.19375,True,37.714285714285715,3,5,4,12,Loyal,1,Lapsing Mid-Value
15520,1,343.5,314,18,United Kingdom,1,1,343.5,False,,5,1,2,8,New / Promising,3,Active Mid-Value
15521,8,3000.2,1836,116,United Kingdom,40,254,375.025,True,30.285714285714285,3,5,5,13,Loyal,1,Lapsing Mid-Value
15522,2,397.99,572,47,United Kingdom,32,87,198.995,True,54.0,4,3,2,9,Loyal,3,Active Mid-Value
15523,1,412.01000000000005,132,10,United Kingdom,84,84,412.01000000000005,False,,2,1,2,5,Lost,0,Dormant Low-Value
15524,1,440.0,4,1,United Kingdom,24,24,440.0,False,,4,1,2,7,New / Promising,3,Active Mid-Value
15525,3,731.87,385,132,United Kingdom,2,373,243.95666666666668,True,185.0,5,3,3,11,Loyal,3,Active Mid-Value
15526,2,148.44,24,4,United Kingdom,33,33,74.22,True,0.0,3,3,1,7,Loyal,3,Active Mid-Value
15527,8,2428.53,991,127,United Kingdom,18,354,303.56625,True,47.42857142857143,4,5,5,14,Champions,2,High-Value Loyal
15528,1,229.33,123,26,United Kingdom,254,254,229.33,False,,1,1,1,3,Lost,0,Dormant Low-Value
15529,11,3960.05,3454,414,United Kingdom,22,366,360.00454545454545,True,33.8,4,5,5,14,Champions,2,High-Value Loyal
15530,4,1497.31,938,90,United Kingdom,21,246,374.3275,True,74.66666666666667,4,4,4,12,Champions,1,Lapsing Mid-Value
15531,2,1972.39,1085,196,United Kingdom,8,30,986.195,True,22.0,5,3,4,12,Loyal,3,Active Mid-Value
15532,4,1554.83,513,204,United Kingdom,25,358,388.7075,True,110.33333333333333,4,4,4,12,Champions,1,Lapsing Mid-Value
15533,3,807.57,289,73,United Kingdom,19,89,269.19,True,34.5,4,3,3,10,Loyal,3,Active Mid-Value
15535,4,502.9,135,55,United Kingdom,173,327,125.725,True,51.333333333333336,2,4,3,9,At Risk,1,Lapsing Mid-Value
15537,1,110.92,29,24,United Kingdom,163,163,110.92,False,,2,1,1,4,Lost,0,Dormant Low-Value
15539,1,538.46,410,41,United Kingdom,7,7,538.46,False,,5,1,3,9,New / Promising,3,Active Mid-Value
15540,1,213.3,200,15,United Kingdom,11,11,213.3,False,,5,1,1,7,New / Promising,3,Active Mid-Value
15541,1,85.13000000000001,49,29,United Kingdom,114,114,85.13000000000001,False,,2,1,1,4,Lost,0,Dormant Low-Value
15543,1,127.86,86,26,United Kingdom,288,288,127.86,False,,1,1,1,3,Lost,0,Dormant Low-Value
15544,9,3546.71,3109,122,United Kingdom,9,372,394.0788888888889,True,45.0,5,5,5,15,Champions,2,High-Value Loyal
15545,2,288.96999999999997,162,78,United Kingdom,54,371,144.48499999999999,True,316.0,3,3,2,8,Loyal,0,Dormant Low-Value
15547,14,4910.6,3999,441,United Kingdom,7,362,350.75714285714287,True,26.923076923076923,5,5,5,15,Champions,2,High-Value Loyal
15549,3,1677.71,691,103,United Kingdom,77,316,559.2366666666667,True,119.0,2,3,4,9,Hibernating,1,Lapsing Mid-Value
15550,4,575.63,295,43,United Kingdom,4,301,143.9075,True,98.66666666666667,5,4,3,12,Champions,3,Active Mid-Value
15551,1,436.06,218,29,United Kingdom,36,36,436.06,False,,3,1,2,6,Needs Attention,3,Active Mid-Value
15552,1,90.12,60,17,United Kingdom,217,217,90.12,False,,1,1,1,3,Lost,0,Dormant Low-Value
15553,1,428.93,449,51,United Kingdom,60,60,428.93,False,,3,1,2,6,Needs Attention,0,Dormant Low-Value
15554,1,217.2,74,14,United Kingdom,277,277,217.2,False,,1,1,1,3,Lost,0,Dormant Low-Value
15555,16,4791.87,4397,400,United Kingdom,12,369,299.491875,True,23.466666666666665,5,5,5,15,Champions,2,High-Value Loyal
15556,1,279.77,236,31,United Kingdom,24,24,279.77,False,,4,1,2,7,New / Promising,3,Active Mid-Value
15557,1,468.91,213,16,United Kingdom,28,28,468.91,False,,4,1,2,7,New / Promising,3,Active Mid-Value
15561,4,800.5899999999999,267,27,United Kingdom,11,215,200.14749999999998,True,67.33333333333333,5,4,3,12,Champions,3,Active Mid-Value
15562,1,134.55,39,1,United Kingdom,351,351,134.55,False,,1,1,1,3,Lost,0,Dormant Low-Value
15563,3,1361.44,1441,87,United Kingdom,22,358,453.81333333333333,True,168.0,4,3,4,11,Loyal,1,Lapsing Mid-Value
15565,2,173.16000000000003,60,8,United Kingdom,50,70,86.58000000000001,True,20.0,3,3,1,7,Loyal,0,Dormant Low-Value
15567,1,186.01,223,7,United Kingdom,18,18,186.01,False,,4,1,1,6,New / Promising,3,Active Mid-Value
15568,3,758.29,461,27,United Kingdom,2,73,252.76333333333332,True,34.5,5,3,3,11,Loyal,3,Active Mid-Value
15569,5,1375.71,666,27,United Kingdom,103,332,275.142,True,56.75,2,4,4,10,At Risk,1,Lapsing Mid-Value
15570,12,4148.82,2063,231,United Kingdom,7,369,345.73499999999996,True,32.36363636363637,5,5,5,15,Champions,2,High-Value Loyal
15571,4,650.4300000000001,264,47,United Kingdom,11,78,162.60750000000002,True,21.666666666666668,5,4,3,12,Champions,3,Active Mid-Value
15572,7,2533.42,1213,166,United Kingdom,4,278,361.9171428571429,True,45.166666666666664,5,5,5,15,Champions,2,High-Value Loyal
15573,2,583.24,354,87,United Kingdom,31,85,291.62,True,53.0,4,3,3,10,Loyal,3,Active Mid-Value
15574,4,675.64,332,131,United Kingdom,177,372,168.91,True,64.33333333333333,2,4,3,9,At Risk,1,Lapsing Mid-Value
15576,1,921.37,394,43,United Kingdom,37,37,921.37,False,,3,1,3,7,Needs Attention,3,Active Mid-Value
15577,3,258.88,89,39,United Kingdom,151,305,86.29333333333334,True,77.0,2,3,2,7,Hibernating,0,Dormant Low-Value
15578,1,127.1,52,13,United Kingdom,162,162,127.1,False,,2,1,1,4,Lost,0,Dormant Low-Value
15579,2,327.6,117,45,United Kingdom,68,313,163.8,True,245.0,3,3,2,8,Loyal,0,Dormant Low-Value
15581,10,717.4300000000001,280,133,United Kingdom,156,366,71.74300000000001,True,22.77777777777778,2,5,3,10,At Risk,1,Lapsing Mid-Value
15582,3,682.9100000000001,453,39,United Kingdom,24,220,227.63666666666668,True,97.5,4,3,3,10,Loyal,3,Active Mid-Value
15584,4,720.86,313,89,United Kingdom,23,162,180.215,True,45.666666666666664,4,4,3,11,Champions,1,Lapsing Mid-Value
15585,1,455.3,320,31,United Kingdom,176,176,455.3,False,,2,1,2,5,Lost,0,Dormant Low-Value
15587,4,913.68,312,3,United Kingdom,50,351,228.42,True,100.33333333333333,3,4,3,10,Loyal,1,Lapsing Mid-Value
15589,3,478.53,243,28,United Kingdom,255,310,159.51,True,27.0,1,3,2,6,Hibernating,0,Dormant Low-Value
15592,1,388.58,354,24,United Kingdom,46,46,388.58,False,,3,1,2,6,Needs Attention,0,Dormant Low-Value
15593,1,199.8,60,5,United Kingdom,70,70,199.8,False,,3,1,1,5,Needs Attention,0,Dormant Low-Value
15594,5,1771.78,983,85,United Kingdom,15,234,354.356,True,54.5,4,4,4,12,Champions,1,Lapsing Mid-Value
15596,5,1406.59,561,51,United Kingdom,100,365,281.318,True,65.5,2,4,4,10,At Risk,1,Lapsing Mid-Value
15597,1,324.57,279,22,United Kingdom,35,35,324.57,False,,3,1,2,6,Needs Attention,3,Active Mid-Value
15598,1,240.68,160,14,United Kingdom,53,53,240.68,False,,3,1,1,5,Needs Attention,0,Dormant Low-Value
15599,2,761.74,718,50,United Kingdom,26,204,380.87,True,177.0,4,3,3,10,Loyal,3,Active Mid-Value
15601,14,6776.56,4983,230,United Kingdom,11,372,484.04,True,27.23076923076923,5,5,5,15,Champions,2,High-Value Loyal
15602,9,1297.8700000000001,1137,30,United Kingdom,8,368,144.20777777777778,True,44.375,5,5,4,14,Champions,2,High-Value Loyal
15603,1,48.480000000000004,96,2,United Kingdom,78,78,48.480000000000004,False,,2,1,1,4,Lost,0,Dormant Low-Value
15604,1,216.39000000000001,159,17,United Kingdom,52,52,216.39000000000001,False,,3,1,1,5,Needs Attention,0,Dormant Low-Value
15605,5,1198.23,441,61,United Kingdom,36,373,239.64600000000002,True,83.75,3,4,4,11,Loyal,1,Lapsing Mid-Value
15606,9,2920.16,892,48,United Kingdom,61,324,324.4622222222222,True,32.5,3,5,5,13,Loyal,1,Lapsing Mid-Value
15607,1,104.76,202,13,United Kingdom,336,336,104.76,False,,1,1,1,3,Lost,0,Dormant Low-Value
15608,4,1093.68,714,59,United Kingdom,28,120,273.42,True,30.333333333333332,4,4,4,12,Champions,1,Lapsing Mid-Value
15609,1,298.48,148,16,United Kingdom,184,184,298.48,False,,1,1,2,4,Lost,0,Dormant Low-Value
15610,1,112.46000000000001,66,6,United Kingdom,51,51,112.46000000000001,False,,3,1,1,5,Needs Attention,0,Dormant Low-Value
15611,11,1570.45,502,22,United Kingdom,9,334,142.76818181818183,True,32.0,5,5,4,14,Champions,2,High-Value Loyal
15612,2,195.15,52,4,United Kingdom,36,61,97.575,True,25.0,3,3,1,7,Loyal,3,Active Mid-Value
15615,23,10399.74,5508,184,United Kingdom,10,359,452.1626086956522,True,15.454545454545455,5,5,5,15,Champions,2,High-Value Loyal
15618,4,776.851,454,39,United Kingdom,32,136,194.21275,True,34.333333333333336,4,4,3,11,Champions,1,Lapsing Mid-Value
15619,1,336.4,136,3,United Kingdom,10,10,336.4,False,,5,1,2,8,New / Promising,3,Active Mid-Value
15620,3,1553.18,915,92,United Kingdom,56,358,517.7266666666667,True,150.5,3,3,4,10,Loyal,1,Lapsing Mid-Value
15621,4,1293.03,501,11,United Kingdom,4,21,323.2575,True,5.333333333333333,5,4,4,13,Champions,3,Active Mid-Value
15622,9,3709.56,1674,169,United Kingdom,43,282,412.17333333333335,True,29.625,3,5,5,13,Loyal,2,High-Value Loyal
15623,1,301.03000000000003,125,19,United Kingdom,141,141,301.03000000000003,False,,2,1,2,5,Lost,0,Dormant Low-Value
15624,4,588.13,357,26,United Kingdom,116,256,147.0325,True,46.0,2,4,3,9,At Risk,1,Lapsing Mid-Value
15625,4,1534.26,1188,44,United Kingdom,103,235,383.565,True,43.0,2,4,4,10,At Risk,1,Lapsing Mid-Value
15626,2,675.8,766,49,United Kingdom,74,329,337.9,True,254.0,2,3,3,8,Hibernating,1,Lapsing Mid-Value
15628,9,2870.2400000000002,1894,85,United Kingdom,4,366,318.91555555555556,True,44.75,5,5,5,15,Champions,2,High-Value Loyal
15630,2,1186.35,800,57,United Kingdom,45,204,593.175,True,159.0,3,3,4,10,Loyal,1,Lapsing Mid-Value
15632,8,3285.31,2109,107,United Kingdom,15,274,410.66375,True,36.57142857142857,4,5,5,14,Champions,2,High-Value Loyal
15634,1,243.55,99,15,United Kingdom,17,17,243.55,False,,4,1,1,6,New / Promising,3,Active Mid-Value
15636,2,724.76,284,20,United Kingdom,89,282,362.38,True,192.0,2,3,3,8,Hibernating,1,Lapsing Mid-Value
15637,1,223.36,128,15,United Kingdom,52,52,223.36,False,,3,1,1,5,Needs Attention,0,Dormant Low-Value
15639,1,425.32,323,25,United Kingdom,134,134,425.32,False,,2,1,2,5,Lost,0,Dormant Low-Value
15640,15,12416.11,6572,240,United Kingdom,4,372,827.7406666666667,True,25.714285714285715,5,5,5,15,Champions,2,High-Value Loyal
15641,4,1887.2,1562,102,United Kingdom,105,359,471.8,True,84.0,2,4,4,10,At Risk,1,Lapsing Mid-Value
15643,3,664.0,246,31,United Kingdom,191,282,221.33333333333334,True,45.0,1,3,3,7,Hibernating,0,Dormant Low-Value
15644,4,803.54,550,166,United Kingdom,166,261,200.885,True,31.0,2,4,3,9,At Risk,1,Lapsing Mid-Value
15645,1,611.59,255,49,United Kingdom,18,18,611.59,False,,4,1,3,8,New / Promising,3,Active Mid-Value
15646,3,447.64000000000004,394,35,United Kingdom,157,372,149.21333333333334,True,107.0,2,3,2,7,Hibernating,0,Dormant Low-Value
15648,2,639.5,218,23,United Kingdom,204,267,319.75,True,62.0,1,3,3,7,Hibernating,0,Dormant Low-Value
15649,2,816.0,192,1,United Kingdom,336,367,408.0,True,31.0,1,3,3,7,Hibernating,0,Dormant Low-Value
15651,3,646.3,479,27,United Kingdom,36,260,215.4333333333333,True,111.5,3,3,3,9,Loyal,1,Lapsing Mid-Value
15652,1,337.74,208,21,United Kingdom,91,91,337.74,False,,2,1,2,5,Lost,0,Dormant Low-Value
15653,2,877.44,1200,4,United Kingdom,92,115,438.72,True,23.0,2,3,3,8,Hibernating,1,Lapsing Mid-Value
15654,2,922.53,475,15,United Kingdom,9,26,461.265,True,16.0,5,3,4,12,Loyal,3,Active Mid-Value
15655,1,560.6700000000001,324,34,United Kingdom,243,243,560.6700000000001,False,,1,1,3,5,Lost,0,Dormant Low-Value
15656,4,748.5,343,46,United Kingdom,45,284,187.125,True,79.33333333333333,3,4,3,10,Loyal,1,Lapsing Mid-Value
15657,1,30.0,24,1,United Kingdom,22,22,30.0,False,,4,1,1,6,New / Promising,0,Dormant Low-Value
15658,5,1024.1000000000001,242,40,United Kingdom,190,372,204.82000000000002,True,45.25,1,4,4,9,At Risk,1,Lapsing Mid-Value
15659,1,306.45,111,11,United Kingdom,43,43,306.45,False,,3,1,2,6,Needs Attention,0,Dormant Low-Value
15660,9,1600.86,1050,55,United Kingdom,25,365,177.87333333333333,True,42.25,4,5,4,13,Champions,1,Lapsing Mid-Value
15661,2,309.8,236,4,United Kingdom,317,338,154.9,True,21.0,1,3,2,6,Hibernating,0,Dormant Low-Value
15663,1,138.14,106,9,United Kingdom,106,106,138.14,False,,2,1,1,4,Lost,0,Dormant Low-Value
15664,1,386.43,157,17,United Kingdom,50,50,386.43,False,,3,1,2,6,Needs Attention,0,Dormant Low-Value
15665,2,2222.21,1654,92,United Kingdom,168,243,1111.105,True,74.0,2,3,5,10,Hibernating,1,Lapsing Mid-Value
15667,1,301.32000000000005,240,13,United Kingdom,39,39,301.32000000000005,False,,3,1,2,6,Needs Attention,0,Dormant Low-Value
15668,1,76.32000000000001,72,1,United Kingdom,217,217,76.32000000000001,False,,1,1,1,3,Lost,0,Dormant Low-Value
15669,4,684.34,342,31,United Kingdom,40,263,171.085,True,74.0,3,4,3,10,Loyal,1,Lapsing Mid-Value
15670,1,173.05,91,12,United Kingdom,296,296,173.05,False,,1,1,1,3,Lost,0,Dormant Low-Value
15671,7,2657.13,1699,52,United Kingdom,18,270,379.59000000000003,True,41.5,4,5,5,14,Champions,2,High-Value Loyal
15673,4,2726.23,1451,107,United Kingdom,88,327,681.5575,True,79.0,2,4,5,11,At Risk,1,Lapsing Mid-Value
15674,4,2111.89,1274,87,United Kingdom,73,254,527.9725,True,60.0,2,4,5,11,At Risk,1,Lapsing Mid-Value
15675,3,323.69,527,20,United Kingdom,81,280,107.89666666666666,True,99.0,2,3,2,7,Hibernating,0,Dormant Low-Value
15676,3,3435.76,2252,191,United Kingdom,18,283,1145.2533333333333,True,132.0,4,4,5,13,Champions,1,Lapsing Mid-Value
15677,1,657.23,319,33,United Kingdom,49,49,657.23,False,,3,1,3,7,Needs Attention,0,Dormant Low-Value
15678,1,352.7,184,12,United Kingdom,52,52,352.7,False,,3,1,2,6,Needs Attention,0,Dormant Low-Value
15679,4,781.28,1170,98,United Kingdom,24,182,195.32,True,52.333333333333336,4,4,3,11,Champions,1,Lapsing Mid-Value
15680,3,1333.68,952,61,United Kingdom,9,366,444.56,True,177.5,5,4,4,13,Champions,3,Active Mid-Value
15681,5,1426.16,816,32,United Kingdom,25,280,285.232,True,63.5,4,4,4,12,Champions,1,Lapsing Mid-Value
15683,1,193.75,131,10,United Kingdom,117,117,193.75,False,,2,1,1,4,Lost,0,Dormant Low-Value
15687,9,2993.1,1310,119,United Kingdom,8,330,332.56666666666666,True,39.625,5,5,5,15,Champions,2,High-Value Loyal
15689,2,254.1,84,8,United Kingdom,119,361,127.05,True,241.0,2,3,2,7,Hibernating,0,Dormant Low-Value
15690,2,239.76,408,19,United Kingdom,4,100,119.88,True,96.0,5,3,1,9,Loyal,3,Active Mid-Value
15691,1,136.8,72,2,United Kingdom,252,252,136.8,False,,1,1,1,3,Lost,0,Dormant Low-Value
15692,1,191.04,138,12,United Kingdom,28,28,191.04,False,,4,1,1,6,New / Promising,3,Active Mid-Value
15694,13,6464.4,1676,41,United Kingdom,0,372,497.2615384615384,True,30.583333333333332,5,5,5,15,Champions,2,High-Value Loyal
15695,2,409.98,212,22,United Kingdom,266,266,204.99,True,0.0,1,3,2,6,Hibernating,0,Dormant Low-Value
15696,8,2711.11,1015,140,United Kingdom,33,326,338.88875,True,41.285714285714285,3,5,5,13,Loyal,1,Lapsing Mid-Value
15699,1,309.65,113,18,United Kingdom,17,17,309.65,False,,4,1,2,7,New / Promising,3,Active Mid-Value
15700,2,696.68,357,85,United Kingdom,172,173,348.34,True,1.0,2,3,3,8,Hibernating,0,Dormant Low-Value
15701,4,1529.0,912,193,United Kingdom,2,110,382.25,True,35.666666666666664,5,4,4,13,Champions,3,Active Mid-Value
15703,1,211.5,66,5,United Kingdom,264,264,211.5,False,,1,1,1,3,Lost,0,Dormant Low-Value
15704,4,2293.62,1028,79,United Kingdom,140,215,573.405,True,24.666666666666668,2,4,5,11,At Risk,1,Lapsing Mid-Value
15705,1,143.1,62,6,United Kingdom,201,201,143.1,False,,1,1,1,3,Lost,0,Dormant Low-Value
15706,4,1060.56,321,50,United Kingdom,63,116,265.14,True,16.666666666666668,3,4,4,11,Loyal,1,Lapsing Mid-Value
15707,4,916.98,594,126,United Kingdom,35,86,229.245,True,16.333333333333332,3,4,3,10,Loyal,1,Lapsing Mid-Value
15708,7,3235.25,1217,124,United Kingdom,40,369,462.17857142857144,True,54.333333333333336,3,5,5,13,Loyal,1,Lapsing Mid-Value
15709,1,133.25,121,6,United Kingdom,283,283,133.25,False,,1,1,1,3,Lost,0,Dormant Low-Value
15712,5,1072.3600000000001,486,41,United Kingdom,9,287,214.47200000000004,True,69.25,5,4,4,13,Champions,3,Active Mid-Value
15713,2,356.7,150,18,United Kingdom,143,366,178.35,True,222.0,2,3,2,7,Hibernating,0,Dormant Low-Value
15714,2,330.03000000000003,186,34,United Kingdom,11,77,165.01500000000001,True,66.0,5,3,2,10,Loyal,3,Active Mid-Value
15716,4,1101.11,738,101,United Kingdom,145,369,275.2775,True,74.0,2,4,4,10,At Risk,1,Lapsing Mid-Value
15717,1,150.3,70,7,United Kingdom,234,234,150.3,False,,1,1,1,3,Lost,0,Dormant Low-Value
15719,13,5028.42,2717,298,United Kingdom,32,337,386.8015384615385,True,25.0,4,5,5,14,Champions,2,High-Value Loyal
15720,1,598.73,281,128,United Kingdom,24,24,598.73,False,,4,1,3,8,New / Promising,3,Active Mid-Value
15721,1,471.40000000000003,388,80,United Kingdom,11,11,471.40000000000003,False,,5,1,2,8,New / Promising,3,Active Mid-Value
15722,5,2211.21,1023,45,United Kingdom,35,290,442.242,True,63.25,3,4,5,12,Loyal,1,Lapsing Mid-Value
15723,1,190.70000000000002,73,37,United Kingdom,364,364,190.70000000000002,False,,1,2,1,4,Lost,0,Dormant Low-Value
15724,2,218.25,73,11,United Kingdom,201,284,109.125,True,83.0,1,3,1,5,Hibernating,0,Dormant Low-Value
15725,1,415.25,221,32,United Kingdom,15,15,415.25,False,,4,2,2,8,New / Promising,3,Active Mid-Value
15727,7,5159.06,3063,213,United Kingdom,16,359,737.0085714285715,True,56.5,4,5,5,14,Champions,2,High-Value Loyal
15729,1,85.0,28,5,United Kingdom,212,212,85.0,False,,1,2,1,4,Lost,0,Dormant Low-Value
15730,3,1120.88,689,68,United Kingdom,65,206,373.6266666666667,True,70.0,3,4,4,11,Loyal,1,Lapsing Mid-Value
15732,2,294.12,215,13,United Kingdom,212,372,147.06,True,159.0,1,3,2,6,Hibernating,0,Dormant Low-Value
15733,1,162.3,62,10,United Kingdom,282,282,162.3,False,,1,2,1,4,Lost,0,Dormant Low-Value
15734,2,1339.45,346,25,United Kingdom,114,200,669.725,True,85.0,2,3,4,9,Hibernating,1,Lapsing Mid-Value
15737,8,1188.1200000000001,597,60,United Kingdom,14,242,148.51500000000001,True,32.285714285714285,5,5,4,14,Champions,2,High-Value Loyal
15738,16,4812.42,2982,46,United Kingdom,18,372,300.77625,True,23.0,4,5,5,14,Champions,2,High-Value Loyal
15739,1,449.12,472,8,United Kingdom,66,66,449.12,False,,3,2,2,7,Needs Attention,0,Dormant Low-Value
15740,1,154.88,152,9,United Kingdom,49,49,154.88,False,,3,2,1,6,Needs Attention,0,Dormant Low-Value
15743,4,775.96,214,59,United Kingdom,16,184,193.99,True,56.0,4,4,3,11,Champions,3,Active Mid-Value
15744,1,34.8,120,3,United Kingdom,77,77,34.8,False,,2,2,1,5,Lost,0,Dormant Low-Value
15745,4,1094.5900000000001,421,57,United Kingdom,19,236,273.64750000000004,True,72.0,4,4,4,12,Champions,1,Lapsing Mid-Value
15746,1,196.88,178,28,United Kingdom,134,134,196.88,False,,2,2,1,5,Lost,0,Dormant Low-Value
15747,3,946.64,466,52,United Kingdom,12,172,315.5466666666667,True,79.5,5,4,4,13,Champions,3,Active Mid-Value
15748,1,144.36,50,19,United Kingdom,40,40,144.36,False,,3,2,1,6,Needs Attention,0,Dormant Low-Value
15749,2,14822.0,3940,2,United Kingdom,235,332,7411.0,True,97.0,1,3,5,9,Hibernating,1,Lapsing Mid-Value
15750,8,2463.05,1783,214,United Kingdom,2,366,307.88125,True,51.57142857142857,5,5,5,15,Champions,2,High-Value Loyal
